,rand_smi,cano_smi,Class,pIC50
438,N(C(c1cc(cc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)C)=O)[C@@H](Cc1cc(cc(F)c1)F)[C@@H](O)C[NH2+]Cc1cccc(c1)OC,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,1,7.7695513
439,C1(C(O)C[NH2+]C2(c3cc(ccc3)C(C)C)CC2)NC(=O)c2cc(nc(C)c2)OCCCCOc2cccc(C1)c2,Cc1cc2cc(n1)OCCCCOc1cccc(c1)CC(C(O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)NC2=O,1,7.7695513
440,c1(cc(cc(c1)F)CC(NC(=O)C(CCc1ccccc1)N1C(=O)C(C(C)CC)(CC1)NC(C)=O)C(C1[NH2+]Cc2c(cccc2C1)OCCC)O)F,CCCOc1cccc2c1C[NH2+]C(C(O)C(Cc1cc(F)cc(F)c1)NC(=O)C(CCc1ccccc1)N1CCC(NC(C)=O)(C(C)CC)C1=O)C2,1,7.7695513
441,O1C(N)=NC(c2c(F)ccc(c2)NC(c2c(cc(Cl)cn2)C)=O)(C)C(C1)(F)F,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)OCC2(F)F)c1,1,7.7695513
442,FC(c1cccc(C[NH2+]CC(O)C(NC(c2cc(c(c(N3S(CCCC3)(=O)=O)c2)OC)NCC)=O)Cc2ccccc2)c1)(F)F,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1OC,1,7.7447276
443,O(c1ccc2CCC(c2c1)[NH2+]CC(C(Cc1ccccc1)NC(c1cc(cc(N2S(=O)(=O)CCCC2)c1)NCC)=O)O)C,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CCc3ccc(OC)cc32)cc(N2CCCCS2(=O)=O)c1,1,7.7447276
444,Fc1cc(CC(NC(C)=O)C(C[NH2+]C2(c3cc(C(C)(C)C)ccc3)CC(NCC2)=O)O)cc(c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCNC(=O)C1,1,7.7447276
445,c1cc(CC(C(O)C[NH2+]C(C)C(NC2CCCCC2)=O)NC(=O)c2cccc(c2)N(c2cccc(OC)c2)S(=O)(=O)C)ccc1,COc1cccc(N(c2cccc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]C(C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)c1,1,7.7447276
446,CN(c1cc2cc(C(NCCCCCCOCC(C(C[NH2+]Cc3cc(C(C)C)ccc3)O)NC2=O)=O)c1)S(=O)(C)=O,CC(C)c1cccc(C[NH2+]CC(O)C2COCCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,1,7.7447276
447,c1cc(cc2c1CC(C)(CC12N=C(N)N(C1=O)C)C)-c1cc(ccc1)C#N,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,1,7.7447276
448,FC(C(Oc1cc(CC2CS(=O)CC(C2O)[NH2+]Cc2cc(ccc2)C(C)C)cc(c1N)F)COC)(F)F,COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,1,7.7447276
449,C(c1ccc(OC)c(OC)c1)C(C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(cc12)CC(C)(C)C)NC(C)=O,COc1ccc(CC(NC(C)=O)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1OC,1,7.7399287
450,c1(cccc(c1)C[NH2+]CC(O)C(NC(c1cc(N2CCCC2=O)c2c(c1)n(cn2)CC)=O)Cc1ccccc1)C(F)(F)F,CCn1cnc2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21,1,7.7212462
451,C1CS(N(c2cc(cc(NCC)c2C1)C(NC(C(C[NH2+]Cc1cccc(c1)C(F)(F)F)O)Cc1ccccc1)=O)C)(=O)=O,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc2c1CCCS(=O)(=O)N2C,1,7.7212462
452,[NH2+](C1(c2cccc(c2)C(C)(C)C)CCC(CC1)NO)CC(O)C(NC(=O)C)Cc1cc(cc(F)c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(NO)CC1,1,7.7212462
453,c1cc2cc(OCCCCNc3cc(C(NC(C(O)C[NH2+]Cc4cccc(c4)C(C)C)C2)=O)cc(N2COC=C2)c3)c1,CC(C)c1cccc(C[NH2+]CC(O)C2Cc3cccc(c3)OCCCCNc3cc(cc(N4C=COC4)c3)C(=O)N2)c1,1,7.7212462
454,C(Cc1cc(F)cc(F)c1)(C(O)C1CC(OCCC)C[NH2+]1)NC(=O)C(CCc1ccccc1)N1C(=O)C(CC1)CCCC,CCCCC1CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCCC)C[NH2+]2)C1=O,1,7.7212462
455,C1C(C)(C)Oc2ccc(cc2C21N=C(N)N(C2=O)C)-c1cc(Cl)cnc1,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,1,7.7212462
456,Fc1c(cc(NC(=O)c2c(Cl)cn(n2)C(F)F)cc1)C1(C)C(F)(F)COC(N)=N1,CC1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,1,7.7212462
457,FC(F)(F)C(Oc1cc(CC2C(O)C([NH2+]Cc3cc(CC(C)(C)C)on3)CS(=O)C2)cc(F)c1N)COC,COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cc(CC(C)(C)C)on3)C2O)cc(F)c1N)C(F)(F)F,1,7.7212462
458,c1(OC)cccc(c1)C[NH2+]C[C@@H](C(NC(=O)c1cc(C(=O)N(CCC)CCC)cc(c1)C)Cc1cc(cc(F)c1)F)O,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1,1,7.6989698
459,N(C(C(O)C[NH2+]Cc1cccc(OC)c1)Cc1cc(cc(F)c1)F)C(=O)c1cc(cc(c1)C(N(CCC)CCC)=O)C(C)NC(=O)C,CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(C(C)NC(C)=O)c1,1,7.6989698
460,C(n1cc2CCS(=O)(N(c3cc(C(NC(Cc4ccccc4)[C@@H](C[NH2+]CC(F)F)O)=O)cc1c32)C)=O)C,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]CC(F)F)cc31)N(C)S(=O)(=O)CC2,1,7.6989698
461,CN1c2cc(C(=O)NC(C(C[NH2+]C3CC3)O)Cc3ccccc3)cc3c2n(CCS1(=O)=O)cc3CC,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(C)S(=O)(=O)CC2,1,7.6989698
462,OC(C[NH2+]C1CC1)C(NC(c1cc2c3n(CCS(N(CC)c3c1)(=O)=O)cc2CC)=O)Cc1ccccc1,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(CC)S(=O)(=O)CC2,1,7.6989698
463,c1cc(-c2cc([C@@]3(C4=NCCCN4C(N)=[NH+]3)c3ccc(OC(F)(F)F)cc3)ccc2)c(nc1)F,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN21,1,7.6989698
464,c1(-c2cncnc2)cc(C2(N=C(N)N(C)C2=O)c2cc(C)c(cc2)OC)ccc1F,COc1ccc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,1,7.6989698
465,CN1C(N)=NC(C1=O)(c1cccc(-c2c(F)nccc2)c1)c1ccc(c(c1)C)OC,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,1,7.6989698
466,c1c(N(S(=O)(=O)C)C)cc(cc1C(=O)NC(C)c1ccc(F)cc1)-c1oc(C(C)(Cc2ccccc2)[NH3+])cc1,CC(NC(=O)c1cc(-c2ccc(C(C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,1,7.6989698
467,OC(C(NC(c1cccc(N(S(=O)(=O)C)c2ccc(cc2)C(F)(F)F)c1)=O)Cc1ccccc1)C[NH2+]C(C)C(NC1CCCCC1)=O,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(C(F)(F)F)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,1,7.6989698
468,N1(C([C@@](N=C1N)(c1ccc(cc1)OC(F)F)c1cc(/C(F)=C\C2CC2)ccc1)=O)C,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C\C3CC3)c2)N=C1N,1,7.6989698
469,c1cc([C@]2(N=C(N)N(C2=O)C)c2ccc(OC(F)F)cc2)cc(/C=C/COC)c1,COC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
470,C(/C=C/c1cc(ccc1)[C@]1(N=C(N(C1=O)C)N)c1ccc(OC(F)F)cc1)COC,COCC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
471,C(c1cc(ccc1)[C@@]1(C(=O)N(C(N)=N1)C)c1ccc(cc1)OC(F)F)#CC,CC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
472,C1(N)=N[C@@](C(=O)N1C)(c1cccc(c1)C#CC(C)C)c1ccc(OC(F)F)cc1,CC(C)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
473,c1([C@]2(C(N(C(N)=N2)C)=O)c2cccc(c2)C#CC2CC2)ccc(cc1)OC(F)F,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CC3)c2)N=C1N,1,7.6989698
474,FC(F)Oc1ccc([C@]2(c3cccc(c3)C#CCOC)N=C(N)N(C2=O)C)cc1,COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
475,CN1C([C@@](N=C1N)(c1ccc(cc1)OC(F)F)c1cccc(c1)C#CCCOC)=O,COCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
476,O=C1N(C(N)=N[C@]1(c1ccc(cc1)OC(F)F)c1cccc(C#C[C@H](O)C)c1)C,C[C@@H](O)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.6989698
477,c1(cccc([C@@]2(C(=O)N(C)C(=N2)N)c2ccc(OC(F)F)cc2)c1)OCC1CC1,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCC3CC3)c2)N=C1N,1,7.6989698
478,c1cc([C@@]2(N=C(N)N(C)C2=O)c2cc(C#CC3CC3)c(F)cc2)ccc1OC(F)F,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CC3CC3)c2)N=C1N,1,7.6989698
479,c1cc(c(C#CC2CC2)cc1[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(cc1)OC(F)F)F,Cc1cc([C@]2(c3ccc(F)c(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,1,7.6989698
480,FC(Oc1c(cc(cc1)[C@@]1(N=C(N)N(C1=O)C)c1ccc(c(c1)C#CCF)F)C)F,Cc1cc([C@]2(c3ccc(F)c(C#CCF)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,1,7.6989698
481,c1(-c2ccccc2C)cc2c(nc(N)c(c2)CC(C(NCc2ccccc2)=O)C)cc1,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCc3ccccc3)cc2c1,1,7.6989698
482,C(C1CCN(C1=O)C(CCc1ccccc1)C(=O)NC(C(O)C[NH2+]Cc1cc(ccc1)OC)Cc1cc(cc(F)c1)F)C(C)C,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(CC(C)C)C2=O)c1,1,7.6989698
483,C(n1cc(cn1)C1(N=C(N)N(C1=O)C)c1cccc(-c2cncnc2)c1)CC(C)(C)C,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,1,7.6989698
484,n1(ncc(c1)C1(c2cccc(c2)-c2cncnc2)N=C(N(C)C1=O)N)CCC1CCCCC1,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(CCC3CCCCC3)c2)N=C1N,1,7.6989698
485,NC1N(C)C(C(c2cnn(c2)CC(C)C)(c2cc(ccc2)-c2c(F)nccc2)N=1)=O,CC(C)Cn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,1,7.6989698
486,n1cc(cn1CCC(C)(C)C)C1(c2cccc(c2)-c2cccnc2F)N=C(N)N(C1=O)C,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,1,7.6989698
487,n1n(cc(c1)C1(c2cccc(-c3c(F)nccc3)c2)N=C(N(C1=O)C)N)CC(CC)CC,CCC(CC)Cn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,1,7.6989698
488,N1C(C(N(C)C=1N)=O)(c1cn(nc1)C1CCCC1)c1cc(ccc1)-c1c(F)nccc1,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(C3CCCC3)c2)N=C1N,1,7.6989698
489,CC(Cc1cc2C([NH2+]CC(C(NC(=O)C3OCCC3)Cc3cc4OCOc4cc3)O)CC3(Oc2nc1)CCC3)(C)C,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)C1CCCO1)CC1(CCC1)O2,1,7.6903696
490,[NH2+](Cc1cc(ccc1)C(F)(F)F)CC(C(Cc1ccccc1)NC(=O)c1cc(N(S(=O)(C)=O)c2ccccc2)cnc1)O,CS(=O)(=O)N(c1ccccc1)c1cncc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,1,7.6777806
491,c1c(cc(F)cc1CC(C(C1[NH2+]CC(C1)OCCC)O)NC(=O)C(CCc1ccccc1)N1C(C(C(C)C)CC1)=O)F,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(C(C)C)C2=O)C1,1,7.6777806
492,c1(C[NH2+]C2CS(CC(C2O)Cc2cc(OC(COC)C(F)(F)F)c(c(F)c2)N)=O)cn(CC(C)(C)C)nc1,COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cnn(CC(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,1,7.6777806
493,Fc1cc(cc(c1)CC(NC(=O)c1cc(cc(Oc2ccc(F)cc2)c1)C(=O)N(CCC)CCC)C(C[NH2+]Cc1cc(ccc1)OC)O)F,CCCN(CCC)C(=O)c1cc(Oc2ccc(F)cc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,1,7.6575775
494,[C@@H](NC(c1cc2c(CC)cn3c2c(c1)N(S(=O)(CC3)=O)C)=O)([C@@H](C[NH2+]C(CC)C)O)Cc1ccccc1,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C(C)CC)cc13)N(C)S(=O)(=O)CC2,1,7.6575775
495,N1=C(N)N(C)C([C@]1(c1cccc(C#CC2CC2)c1)c1ccc(OC(F)F)c(c1)C)=O,Cc1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,1,7.6575775
496,c1ncc(-c2ccc3SC(C)(CC4(c3c2)N=C(N)N(C)C4=O)C)cc1Cl,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,1,7.6575775
497,N1CCCN2C=1C(N=C2N)(c1cccc(c1)-c1cc(Cl)cc(Cl)c1)c1ccc(OC)cc1,COc1ccc(C2(c3cccc(-c4cc(Cl)cc(Cl)c4)c3)N=C(N)N3CCCN=C32)cc1,1,7.6500001
498,C(C(Cc1ccc2c(c1)OCCO2)NC(=O)C)(O)C[NH2+]C1c2c(OC3(CCC3)C1)ncc(CC(C)(C)C)c2,CC(=O)NC(Cc1ccc2c(c1)OCCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1,7.642065
499,CC[NH2+]C[C@H]([C@H](Cc1ccccc1)NC(=O)c1cc2n(CC)cc3CCS(=O)(N(C)c(c1)c32)=O)O,CC[NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C,1,7.6382723
500,c1cccc(CC(C(O)C[NH2+]Cc2cc(C(F)(F)F)ccc2)NC(=O)c2cc(N3CCCCS3(=O)=O)c(c(NCC)c2)C)c1,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1C,1,7.6382723
501,FC(F)(F)c1cc(ccc1)C[NH2+]CC(C(Cc1ccccc1)NC(=O)c1cc2n(CC)ccc2c(N2C(CCC2)=O)c1)O,CCn1ccc2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21,1,7.6382723
502,c1(ccccc1)CC(C(C[NH2+]C(C)(CCCC(C)C)C)O)NC(c1cc2c(CC)cn3CS(=O)(N(C)c(c1)c23)=O)=O,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)C2,1,7.6382723
503,c1c2c3c(cc1C(=O)NC(C(O)C[NH2+]C1CCOCC1)Cc1ccccc1)c(CC)cn3CCS(=O)(N2C(C)C)=O,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCOCC4)cc13)N(C(C)C)S(=O)(=O)CC2,1,7.6382723
504,c1cc(cc(c1)N(S(C)(=O)=O)c1ccccc1)C(NC(C(C[NH2+]Cc1cccc(c1)C(F)(F)F)O)Cc1ccccc1)=O,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,1,7.6382723
505,N(C(=O)n1cc(C(=O)NC(C(C[NH2+]Cc2cc(Br)ccc2)O)Cc2ccccc2)c2c1nccc2)(CCCC)C,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(Br)c2)c2cccnc21,1,7.6382723
506,O=C(C(N1CCC(COC)C1=O)CCc1ccccc1)NC(C(O)C1[NH2+]CC(OCCC)C1)Cc1cc(F)cc(c1)F,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(COC)C2=O)C1,1,7.6382723
507,S1c2c(cc(-c3cc(cc(F)c3)Cl)cc2)C2(CC1(C)C)N=C(N)N(C)C2=O,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,1,7.6382723
508,c1(C2(CCOCC(N)=N2)C)c(F)ccc(c1)NC(c1ncc(Cl)cc1)=O,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1,1,7.6382723
509,c1cc(C2(c3cc(ccc3)-c3cncnc3)N=C(N3CC(F)(F)CN=C23)N)ccc1OC(F)F,NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(-c3cncnc3)c2)C2=NCC(F)(F)CN12,1,7.6300001
510,[NH2+](CC(C(Cc1cc(F)cc(F)c1)NC(=O)C)O)C1(CCC(CC1)O)c1cc(C(C)(C)C)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(O)CC1,1,7.6197886
511,C(C)(C)(C)c1cc(C2([NH2+]CC(C(NC(C)=O)Cc3cc(F)cc(c3)F)O)CCC(CC2)SC)ccc1,CSC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,1,7.6197886
512,c1ccc(cc1)C1CCN(C(=O)C2C[NH2+]CC23c2ccc(cc2CCC3)Br)C(C2CCCCC2)C1,O=C(C1C[NH2+]CC12CCCc1cc(Br)ccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,1,7.6197886
513,S1(=O)(=O)CC(Cc2cc(F)c(N)c(c2)OCC)C(O)C(C1)[NH2+]Cc1cc(C(C)(C)C)ccc1,CCOc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,1,7.6197886
514,c1c(F)cc(Cl)cc1-c1ccc2c(c1)C1(CC(C)(C)C2)N=C(N(C1=O)C)N,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,1,7.6197886
515,c1(/C(C)=N\OCCC)cc(cc(C(=O)NC([C@H](C[NH2+]Cc2cccc(OC)c2)O)Cc2cc(F)cc(F)c2)c1)N1S(=O)(=O)CCCC1,CCCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,1,7.6020598
516,C(c1ccccc1)C(NC(=O)C1CC(CCC1)C(C)(C)N1CCCC1=O)C(O)C[NH2+]Cc1cc(C(C)C)ccc1,CC(C)c1cccc(C[NH2+]CC(O)C(Cc2ccccc2)NC(=O)C2CCCC(C(C)(C)N3CCCC3=O)C2)c1,1,7.6020598
517,n1cc(ccc1)N(S(=O)(C)=O)c1cccc(C(=O)NC(C(C[NH2+]Cc2cc(C(F)(F)F)ccc2)O)Cc2ccccc2)c1,CS(=O)(=O)N(c1cccnc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,1,7.6020598
518,C1(CC([NH2+]C1)C(C(Cc1cc(F)cc(F)c1)NC(C(CCc1ccccc1)N1CCC(CCCC)C1=O)=O)O)O,CCCCC1CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)C[NH2+]2)C1=O,1,7.6020598
519,c1cc(C(C)(C)C)cc(C[NH2+]C2C(O)C(CS(C2)(=O)=O)Cc2cc(OC3COC3)c(c(c2)F)N)c1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC4COC4)c3)C2O)c1,1,7.6020598
520,FC(COc1ncc(nc1)C(=O)Nc1ccc(c(C2(C)C(F)(COC(=N2)N)F)c1)F)(F)F,CC1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,1,7.6020598
521,c1(cccc(C(F)(F)F)c1)C[NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cc2c(c(c1)N1C(CCC1)=O)[nH]cc2CC,CCc1c[nH]c2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12,1,7.5850267
522,c1cc(ccc1)CC(NC(=O)C1=CC2C3C(N(CC)CC[NH+]3CCS(=O)(=O)N2C)=C1)C(O)C[NH2+]Cc1cccc(C(F)(F)F)c1,CCN1CC[NH+]2CCS(=O)(=O)N(C)C3C=C(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]Cc4cccc(C(F)(F)F)c4)C=C1C32,1,7.5850267
523,c1cccc(CC(C(C[NH2+]CCC(F)(F)F)O)NC(c2cc3c(CCCS(=O)(N3C)=O)c(c2)NCC)=O)c1,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]CCC(F)(F)F)cc2c1CCCS(=O)(=O)N2C,1,7.5850267
524,c1cc(cc(c1)C(F)(F)F)C[NH2+]CC(C(Cc1ccccc1)NC(c1cccc(N(S(C)(=O)=O)c2ccccc2)c1C)=O)O,Cc1c(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cccc1N(c1ccccc1)S(C)(=O)=O,1,7.5850267
525,c1ccnc2n(cc(c21)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](C[NH2+]Cc1cc(OC)ccc1)O)C(N1[C@@H](COCC)CCCC1)=O,CCOC[C@H]1CCCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,1,7.5850267
526,c1(cc(cnc1)-c1cccc(C2(c3cc(C)c(OC)c(C)c3)N=C(N)C(=N2)C)c1)C#CC,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1,1,7.5850267
527,c1c(ccc(n1)C(=O)Nc1ccc(c(C2(C)N=C(OCC2(F)F)N)c1)F)Cl,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,1,7.5850267
528,CC1(N=C(OCC1(F)F)N)c1c(ccc(c1)NC(=O)c1c(Cl)cc(cn1)Cl)F,CC1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F,1,7.5850267
529,C(C(NC(c1cccnc1)=O)C(C[NH2+]C1CC2(CCC2)Oc2ncc(cc12)CC(C)(C)C)O)c1ccc2OCOc2c1,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1)CC1(CCC1)O2,1,7.5833597
530,[NH2+](Cc1cc(OC)ccc1)C[C@H](O)[C@H](Cc1cc(cc(c1)F)F)NC(c1cc(/C(=N\OCC=C)C)cc(N(c2ccccc2)S(C)(=O)=O)c1)=O,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,1,7.5686364
531,c1cc(ccc1Sc1cc(C(=O)NC(Cc2cc(F)cc(c2)F)C(C[NH2+]Cc2cc(OC)ccc2)O)cc(C(N(CCC)CCC)=O)c1)OC,CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,1,7.5686364
