,rand_smi,cano_smi,CT_TOX
503,FC(F)(F)COc1c(OCC[NH2+][C@@H](Cc2cc3CCN(CCCO)c3c(c2)C(N)=O)C)cccc1,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,0
504,C([C@H](C)[C@H](C)Cc1ccc(c(c1)O)O)c1cc(O)c(O)cc1,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,0
505,c1(OC)ccc(cc1)C[C@H]([NH2+]C[C@@H](c1ccc(O)c(NC=O)c1)O)C,COc1ccc(C[C@@H](C)[NH2+]C[C@H](O)c2ccc(O)c(NC=O)c2)cc1,0
506,C[NH+](CC#C)[C@H](C)Cc1ccccc1,C#CC[NH+](C)[C@H](C)Cc1ccccc1,0
507,[O-]C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1([C@@H](C[C@@H](CC1)O)C[C@H]3O)C)=O,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
508,C(C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)O)C(=O)[O-],C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
509,C([C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C2=C\C=C1\C[C@@H](O)C[C@@H](C1=C)O)C)CCC(O)(C)C,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1
510,C(=C1/C[C@@H](O)CCC1=C)\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(C)C)CC[C@@H]12,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,0
511,C1(=C\C=C2/CCC[C@]3(C)[C@H](CC[C@H]32)[C@@H](CCCC(C)C)C)\C(CC[C@H](O)C1)=C,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,0
512,Nc1ncnc2n(cnc12)C[C@H](OCP(=O)([O-])[O-])C,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-],0
513,CC(OC(=O)OCOP(CO[C@H](C)Cn1cnc2c(ncnc12)N)(OCOC(OC(C)C)=O)=O)C,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,0
514,O[C@H]1[C@@H]([C@H](O)[C@@H](O[C@@H]1C)O[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@H]([C@H]([C@@H](OC(C[C@@H](C[C@@H](CC[C@@H](O)[C@@H](C[C@@H](C[C@@]2(O)O[C@H]([C@@H]([C@H](C2)O)C(=O)[O-])C1)O)O)O)O)=O)C)C)O)[NH3+],C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)[O-],0
515,N(C(=[NH2+])N)[C@@H]1[C@H]([C@@H]([C@H]([C@@H]([C@H]1O)O)O[C@@H]1O[C@@H](C)[C@]([C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@H]([C@@H]1[NH2+]C)O)(O)C=O)NC(N)=[NH2+])O,C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0
516,[C@@H]1(C)O[C@H](C[C@H]([NH3+])[C@H]1O)O[C@H]1C[C@](O)(C(=O)CO)Cc2c1c([O-])c1C(c3c(OC)cccc3C(=O)c1c2[O-])=O,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,0
517,s1c(N)nc(/C(=N/OC(C)(C([O-])=O)C)C(N[C@H]2[C@H](C)N(C2=O)S([O-])(=O)=O)=O)c1,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],0
518,[C@@H]1(NC([C@H]([NH2+]C)CC(C)C)=O)[C@@H](c2cc(c(Oc3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H]([C@H]4O[C@H]4C[C@]([C@H](O)[C@H](C)O4)(C)[NH3+])O)c4cc([C@@H](NC([C@H](CC(N)=O)NC1=O)=O)C(N[C@H]1C(=O)N[C@@H]([C@@H](c5ccc(c(Cl)c5)O4)O)C(=O)N[C@@H](c4c(c(cc(O)c4)O)-c4c(ccc1c4)O)C([O-])=O)=O)c3)cc2)Cl)O,C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0
519,Cl.Oc1c2[C@H](C[C@](Cc2c(O)c2c1C(c1c(cccc1C2=O)OC)=O)(O)C(C)=O)O[C@H]1C[C@H](N)[C@@H]([C@@H](O1)C)O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,1
520,Cl.O=C(CO)[C@@]1(Cc2c([C@@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](N)C3)C1)c(O)c1C(=O)c3c(cccc3C(=O)c1c2O)OC)O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,1
521,c12cccc(OC)c2C(c2c([O-])c3[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@H](C4)[NH3+])C[C@](O)(C(=O)C)Cc3c([O-])c2C1=O)=O,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,0
522,[C@@]1(Cc2c(c3C(c4c(c(ccc4)OC)C(=O)c3c(c2[C@@H](O[C@H]2C[C@@H]([C@H](O)[C@@H](O2)C)[NH3+])C1)[O-])=O)[O-])(C(=O)CO)O,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,0
523,C1(=O)c2c([O-])c3c(c(c2C(=O)c2ccccc21)[O-])[C@@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@H](C1)[NH3+])C[C@](C(=O)C)(C3)O,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0
524,[C@@H]1(C)O[C@@H]1P([O-])([O-])=O,C[C@@H]1O[C@@H]1P(=O)([O-])[O-],0
525,C(=CC[NH+]1CC[C@@]2([C@@H](C)[C@H]1Cc1ccc(O)cc21)C)(C)C,CC(C)=CC[NH+]1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,0
526,O[C@]12C(C(=C([C@@H]([NH+](C)C)[C@@H]2[C@H]([C@@H]2[C@@H](C)c3cccc([O-])c3C(=O)C2=C1[O-])O)[O-])C(=O)N)=O,C[C@H]1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@@H]21,0
527,O=C(C)O[C@]1(C(=O)C)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@]1(C)C(=CC(=O)CC1)[C@H](C3)C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
528,C1[C@]2(C([C@H](C[C@H]3[C@@H]4C[C@@H]([C@](C(=O)COC(=O)C)([C@@]4(C)C[C@@H]([C@]23F)O)OC(C)=O)C)F)=CC(=O)C=1)C,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
529,C1=C2[C@@](C=CC1=O)(C)[C@@]1([C@H]([C@H]3[C@@](C[C@@H]1O)(C)[C@](C(C)=O)(O)CC3)C[C@@H]2C)F,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
530,O([C@]1(C(=O)C)CC[C@@H]2[C@@]1(C[C@H](O)[C@]1(F)[C@@]3(C([C@@H](C)C[C@@H]21)=CC(C=C3)=O)C)C)C(C)=O,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
531,C[C@@]12[C@H]3[C@@H](O)C[C@@]4([C@](CC[C@H]4[C@@H]3C[C@@H](C1=CC(C=C2)=O)C)(C(CO)=O)O)C,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,0
532,C1=C[C@@]2([C@H]3[C@@H](O)C[C@]4(C)[C@@](CC[C@H]4[C@@H]3C[C@H](C)C2=CC1=O)(O)C(=O)COC(CCC([O-])=O)=O)C,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12,0
533,[C@@]12(C)CCC(C=C2[C@H](C[C@H]2[C@H]3[C@](C[C@H](O)[C@@H]21)([C@@H](C(=O)C)CC3)C)C)=O,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0
534,C1[C@@H]([C@@](O)([C@@]2(C)C[C@@H]([C@]3([C@H]([C@H]12)CCC1=CC(=O)C=C[C@@]13C)F)O)C(=O)CO)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
535,O(C(=O)c1ccccc1)[C@@]1(C(=O)CO)[C@@]2(C)C[C@H](O)[C@@]3([C@@]4(C)C=CC(=O)C=C4CC[C@H]3[C@@H]2C[C@@H]1C)F,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,0
536,O=C1C=C[C@]2(C)[C@]3(F)[C@H]([C@@H]4C[C@H](C)[C@]([C@]4(C[C@@H]3O)C)(O)C(COC(C)=O)=O)CCC2=C1,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
537,[C@]12(C(CC[C@H]3[C@@H]4C[C@@H]([C@@](C(=O)CO)(O)[C@@]4(C)CC([C@H]23)=O)C)=CC(=O)C=C1)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
538,C1[NH+](CC[C@@](C)(c2cccc(O)c2)[C@H]1C)C[C@H](Cc1ccccc1)C(NCC([O-])=O)=O,C[C@H]1C[NH+](C[C@H](Cc2ccccc2)C(=O)NCC(=O)[O-])CC[C@@]1(C)c1cccc(O)c1,0
539,C1[C@@H](CC[C@]21[C@@H](C)CCC=C2C)C(=C)C,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@@H]2C,0
540,c12c(ccc(c2)O)C[C@H](C(N[C@H](CN2CC[C@@](c3cc(ccc3)O)([C@@H](C)C2)C)C(C)C)=O)NC1,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,1
541,C1[NH+](CCN(c2c(cc3c(=O)c(C([O-])=O)cn4c3c2OC[C@@H]4C)F)C1)C,C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,0
542,C([C@H](C[N+](C)(C)C)O)C(=O)[O-],C[N+](C)(C)C[C@H](O)CC(=O)[O-],0
543,O=C(C[N+](C)(C)C)[O-],C[N+](C)(C)CC(=O)[O-],0
544,C([NH2+]CCCCCC[N+](C)(C)C)C=C,C=CC[NH2+]CCCCCC[N+](C)(C)C,0
545,C[N+](C)(CCCCCCCCCC[N+](C)(C)C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0
546,O(C(CCC(OCC[N+](C)(C)C)=O)=O)CC[N+](C)(C)C,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0
547,C[N+](CCOC(N)=O)(C)C,C[N+](C)(C)CCOC(N)=O,0
548,c12ccccc1C(c1c-2cccc1)[N+](CCCCCC[N+](C1c2c(-c3ccccc31)cccc2)(C)C)(C)C,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,0
549,O=C(C(O)(c1cccs1)c1cccs1)OC1C[C@H]2[C@H]3[C@@H]([C@H]([N+]2(C)C)C1)O3,C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,0
550,C1(CC2[N+](C)(C(CC2)C1)C)OC(C(c1ccccc1)O)=O,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,0
551,C1([C@H]2[C@]34c5c(C[C@@H]([N+](CC4)(CC4CC4)C)[C@@]3(CC1)O)ccc(c5O2)O)=O,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0
552,c1cccc(c1)C(=C1CC[N+](CC1)(C)C)c1ccccc1,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0
553,C1(C[N+](C)(CC1)C)OC(=O)C(c1ccccc1)(C1CCCC1)O,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0
554,c1(c(c(OC)c2c(c1)CC[N+](C)([C@@H]2Cc1cc(c(c(c1)OC)OC)OC)CCCOC(CCC(=O)OCCC[N+]1([C@@H](Cc2cc(OC)c(OC)c(c2)OC)c2c(cc(c(OC)c2OC)OC)CC1)C)=O)OC)OC,COc1cc(C[C@@H]2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0
555,c1c(cc(c(c1OC)OC)OC)C[C@H]1[N+](C)(CCc2c1cc(c(c2)OC)OC)CCCOC(CC/C=C/CCC(=O)OCCC[N+]1(C)CCc2c([C@H]1Cc1cc(c(OC)c(c1)OC)OC)cc(c(OC)c2)OC)=O,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0
556,c1(CC2c3cc(c(cc3CC[N+]2(C)CCC(=O)OCCCCCOC(CC[N+]2(C(c3c(CC2)cc(OC)c(c3)OC)Cc2cc(c(cc2)OC)OC)C)=O)OC)OC)ccc(OC)c(OC)c1,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,0
557,c12c3[C@@H]([N+](CC1)(C)C)Cc1ccc(cc1)Oc1c4c(cc(c1OC)OC)CC[N+](C)(C)[C@@H]4Cc1ccc(OC)c(c1)Oc(c3)c(c2)OC,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0
558,c1ccc(cc1)C(O)(c1ccccc1)C(=O)OC1C[N+](CCC1)(C)C,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0
559,c1(scc(/C(C(=O)N[C@H]2[C@H]3SCC(=C(C([O-])=O)N3C2=O)C[N+]2(C)CCCC2)=N/OC)n1)N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0
560,C1[N+](CCCCC[N+]2(CCCC2)C)(CCC1)C,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0
561,N1(CC(c2ccccc2)(O)C2CCCCC2)CC[N+](CC1)(C)C,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,0
562,C1C2C(OC(C(c3ccccc3)(O)c3ccccc3)=O)C[N+](C)(CC2)C1,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0
563,c1(c[n+](ccc1)C)OC(N(C)C)=O,CN(C)C(=O)Oc1ccc[n+](C)c1,0
564,c1ccc(/C=N/O)[n+](C)c1,C[n+]1ccccc1/C=N/O,0
565,O(C)c1cc2[C@@H](Cc3cc(c(OC)cc3)OC)[N@@+](CCc2cc1OC)(C)CCC(OCCCCCOC(CC[N@+]1(C)[C@H](Cc2ccc(c(c2)OC)OC)c2cc(c(cc2CC1)OC)OC)=O)=O,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0
566,[C@@H]1([C@H]2C(=C([C@]3(O)C(=O)C(C(N)=O)=C([C@H]([C@H]13)[NH+](C)C)[O-])[O-])C(=O)c1c(C2=C)cccc1[O-])O,C=C1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,0
567,C1(c2c([O-])ccc(c2[C@@H](O)[C@H]2C[C@H]3[C@@H](C([O-])=C(C(=O)[C@]3(C(=C21)[O-])O)C(N)=O)[NH+](C)C)Cl)=O,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0
568,c1cc(cc(OC)c1)[C@]1(O)[C@@H](C[NH+](C)C)CCCC1,COc1cccc([C@@]2(O)CCCC[C@@H]2C[NH+](C)C)c1,0
569,c1(ccc(O)cc1)C(C[NH+](C)C)C1(CCCCC1)O,C[NH+](C)CC(c1ccc(O)cc1)C1(O)CCCCC1,0
570,c1cc(OC)ccc1C(C[NH+](C)C)C1(CCCCC1)O,COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,0
571,c1c2c(/C(c3cc(ccc3OC2)CC(=O)[O-])=C/CC[NH+](C)C)ccc1,C[NH+](C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)[O-])cc21,0
572,c1ccc2Sc3ccc(Cl)cc3/C(c2c1)=C\CC[NH+](C)C,C[NH+](C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,0
573,n1ccccc1[C@H](c1ccc(cc1)Br)CC[NH+](C)C,C[NH+](C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,0
574,C[NH+](CCC(c1ncccc1)c1ccc(Br)cc1)C,C[NH+](C)CCC(c1ccc(Br)cc1)c1ccccn1,0
575,c1c(ccc(C(CC[NH+](C)C)c2ncccc2)c1)Cl,C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
576,c1ccc(C(CC[NH+](C)C)(O)c2ccccc2Cl)cc1,C[NH+](C)CCC(O)(c1ccccc1)c1ccccc1Cl,0
577,c1(C(c2ccccc2)CC[NH+](C)C)ncccc1,C[NH+](C)CCC(c1ccccc1)c1ccccn1,0
578,c1(CC[NH+](C)C)c[nH]c2ccc(C[C@@H]3NC(OC3)=O)cc12,C[NH+](C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,0
579,n1n(Cc2cc3c(c[nH]c3cc2)CC[NH+](C)C)cnc1,C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0
580,C1CCCN1S(=O)(=O)Cc1ccc2c(c(CC[NH+](C)C)c[nH]2)c1,C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0
581,c1c2CO[C@](c2ccc1C#N)(c1ccc(cc1)F)CCC[NH+](C)C,C[NH+](C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0
582,C([NH+](C)C)CCC1(c2ccc(F)cc2)c2ccc(cc2CO1)C#N,C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0
583,C1(c2ccccc2CCc2c1cccc2)=CCC[NH+](C)C,C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,0
584,c1c2c(N(c3ccccc3CC2)CCC[NH+](C)C)cc(c1)Cl,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0
585,c1cc2c(CCc3c(cccc3)N2CCC[NH+](C)C)cc1,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,0
586,c12c(Sc3ccc(cc3N1CCC[NH+](C)C)C(F)(F)F)cccc2,C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0
587,C[NH+](CCCN1c2c(Sc3c1cccc3)ccc(Cl)c2)C,C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0
588,C(N1c2ccccc2Sc2c1cccc2)CC[NH+](C)C,C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,0
589,c1cc(ccc1OC)CN(c1ncccc1)CC[NH+](C)C,COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,0
590,[NH+](C)(CCN(Cc1ccccc1)c1ccccn1)C,C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,0
591,C[NH+](C)CCn1c(SCC2CS[C@@H]3[C@H](NC(=O)Cc4csc(N)n4)C(N3C=2C(=O)[O-])=O)nnn1,C[NH+](C)CCn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0
592,c1cc(ccc1C(c1ncccc1)OCC[NH+](C)C)Cl,C[NH+](C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0
593,O(C(c1ccccc1)c1ccccc1)CC[NH+](C)C,C[NH+](C)CCOC(c1ccccc1)c1ccccc1,0
594,C(COC(=O)C(C1(CCCC1)O)c1ccccc1)[NH+](C)C,C[NH+](C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0
595,c1c(cccc1)/C(=C(\CCCl)c1ccccc1)c1ccc(OCC[NH+](C)C)cc1,C[NH+](C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0
596,C(c1ccc(OCC[NH+](C)C)cc1)NC(=O)c1cc(c(OC)c(c1)OC)OC,COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,0
597,[NH+](C)(C/C=C/c1ccccc1)Cc1cccc2ccccc21,C[NH+](C/C=C/c1ccccc1)Cc1cccc2ccccc12,0
598,c1(ccccc1)C[NH+](C)CC#C,C#CC[NH+](C)Cc1ccccc1,0
599,c1c(ccc(OCC[NH+](C)CCc2ccc(NS(=O)(=O)C)cc2)c1)NS(=O)(C)=O,C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0
600,C[NH+](CCCl)CCCl,C[NH+](CCCl)CCCl,0
601,[NH+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](c3ccccc3)CO)C[C@H]1[C@@H]1O[C@H]21,C[NH+]1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0
602,C1C[C@H]2[NH+]([C@H]1CC(OC(c1ccccc1)c1ccccc1)C2)C,C[NH+]1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,0
603,C1C[C@H]2C[C@@H](OC(C(c3ccccc3)CO)=O)C[C@@H]1[NH+]2C,C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0
604,[NH+]1(C)C2CC(CC1C1OC21)OC(C(CO)c1ccccc1)=O,C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0
605,Clc1cc2[C@@H]3[C@@H](c4ccccc4Oc2cc1)C[NH+](C)C3,C[NH+]1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,0
606,C[NH+]1CC[C@@]23C=C[C@@H](C[C@@H]2Oc2c3c(C1)ccc2OC)O,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[NH+](C)C2,0
607,C1CC[C@H]2[C@@]3(C1)c1cc(ccc1C[C@@H]2[NH+](C)CC3)OC,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)[NH+](C)CC3,0
608,C1C[C@@]23c4c5ccc(O)c4O[C@H]3[C@@H](O)C=C[C@H]2[C@H]([NH+]1C)C5,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0
609,C[NH+]1[C@@H]2Cc3c4c(c(OC)cc3)O[C@H]3[C@H](CC[C@@H]2[C@]34CC1)O,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,0
610,c12c3C[C@@H]4[C@]5([C@]1(CC[NH+]4C)[C@@H](Oc2c(cc3)O)C(CC5)=O)O,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0
