,rand_smi,cano_smi,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
1610,c1cc(ccc1Br)Br,Brc1ccc(Br)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,C1CCCC(C1c1ccccc1)O,OC1CCCCC1c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,S(=O)([O-])(c1ccc2c(cccc2)c1)=O,O=S(=O)([O-])c1ccc2ccccc2c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,CCC(COC(CC(C)C)=O)C,CCC(C)COC(=O)CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,O=C(COc1ccccc1C)O,Cc1ccccc1OCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,CC=CC(=O)CCCC,CC=CC(=O)CCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,CCCCCC(CC)OC(=O)CCCOc1ccc(cc1Cl)Cl,CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,Fc1c(F)c(c(c(F)c1Br)F)F,Fc1c(F)c(F)c(Br)c(F)c1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1618,c1(O)ccc(cc1)CCCC,CCCCc1ccc(O)cc1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0
1619,C(=C(\C)C(OCc1ccccc1)=O)\C,C/C=C(\C)C(=O)OCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1620,c1([N+]([O-])=O)ccc(OC(=O)C)c(c1)CCl,CC(=O)Oc1ccc([N+](=O)[O-])cc1CCl,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1621,N(CCCSC)=C=S,CSCCCN=C=S,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,1.0
1622,CC1OC(C)N=C1C,CC1=NC(C)OC1C,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
1623,c1c(cccc1-c1c(O)c(ccc1)N/N=C1/C(N(c2ccc(C)c(C)c2)N=C1C)=O)C(O)=O,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O,,,,,,,,,,1.0,,
1624,Oc1ccc(C(O)=O)cn1,O=C(O)c1ccc(O)nc1,,,,,,,,0.0,,0.0,,
1625,c1cc(N(C2CCN(C)CC2)Cc2ccccc2)ccc1,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,,,,,,,,0.0,,0.0,,
1626,c1(C)nc2c(ccc(Cl)c2)cc1,Cc1ccc2ccc(Cl)cc2n1,,,,,,,,0.0,,0.0,,
1627,CC(c1ccccc1)(C)C,CC(C)(C)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,C1CCCC=CCCCC(CCCCCC1)=O,O=C1CCCC=CCCCCCCCCCC1,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,1.0,0.0
1629,CCOC(=O)COc1ccc(C)cc1,CCOC(=O)COc1ccc(C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1630,C1[C@]2([C@@H](C[C@H]([C@@]2(C(COP([O-])(=O)[O-])=O)O)C)[C@@H]2CCC3=CC(C=C[C@]3(C)[C@]2([C@H]1O)F)=O)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,OC(C)(C#N)C,CC(C)(O)C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,ON,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1633,O[NH3+].[NH3+]O,[NH3+]O.[NH3+]O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1634,C(CNCCN)O,NCCNCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,C(C(O)c1ccccc1)#N,N#CC(O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1636,c1cc(C(=O)NO)ccc1,O=C(NO)c1ccccc1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1637,c1c(O)ccc2c1ccc(c2)SSc1cc2c(cc(O)cc2)cc1,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1638,c1c(-c2ccccc2-c2nnn[nH]2)ccc(c1)CN(C(=O)CCCC)[C@H](C(C)C)C(O)=O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H](C(=O)O)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
1639,C(C)CC(CCC)C(N)=O,CCCC(CCC)C(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
1640,C1([V](Cl)(Cl)C2C=CC=C2)C=CC=C1,Cl[V](Cl)(C1C=CC=C1)C1C=CC=C1,0.0,,0.0,,0.0,,,1.0,0.0,,0.0,
1641,Cc1c(ncc(C)c1OC)CSc1[nH]c2ccc(OC)cc2n1,COc1ccc2[nH]c(SCc3ncc(C)c(OC)c3C)nc2c1,,,,,,,,0.0,,0.0,,
1642,CO[C@@H]1[C@@H](C(=O)OC)[C@@H]2[C@H](C[C@H]1OC(/C=C/c1ccc(O)c(OC)c1)=O)CN1CCc3c4ccc(OC)cc4[nH]c3[C@H]1C2,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,,,,,,,,,,0.0,,
1643,c1(ccc(cc1)Cl)OCCO/C(c1c(cc(cc1)Cl)Cl)=C(\n1cncc1)C,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,,,,,,,,,,1.0,,
1644,c1c(S(=O)(N)=O)c(Cl)ccc1C(=O)NN1C[C@@H]2[C@H](C1)C1C[C@@H]2CC1,NS(=O)(=O)c1cc(C(=O)NN2C[C@H]3[C@H]4CCC(C4)[C@H]3C2)ccc1Cl,,,,,,,,0.0,,0.0,,
1645,c1cc(Sc2ccccc2)ccc1COC(c1c(cc(cc1)Cl)Cl)Cn1ccnc1,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,,,,,,,,,,1.0,,
1646,OC(CO)COC(c1c(cccc1)N)=O,Nc1ccccc1C(=O)OCC(O)CO,,,,,,,,,,0.0,,
1647,C(\C(=O)OCC)=C\C=C/C=C\C=C/C=C\CCCCCCCCC,CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,,,,,,,,,,0.0,,
1648,C1CN(CCN(C)C)C(N1c1cccc(Cl)c1)=O,CN(C)CCN1CCN(c2cccc(Cl)c2)C1=O,,,,,,,,0.0,,0.0,,
1649,C(CCCC)CCCCOCC1OC1,CCCCCCCCCOCC1CO1,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,c1(cc(c(cc1)OC(OCC)=O)OC(=O)OCC)CCNC(=O)[C@@H](NC(=O)C)CCSC,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,,,,,,,,,,0.0,,
1651,c1cccc2c1-c1ccccc1C2(CCCNC(C)C)C(=O)N,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,,,,,,,,0.0,,0.0,,
1652,c1cc(c(CC#N)cc1)[N+]([O-])=O,N#CCc1ccccc1[N+](=O)[O-],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,c1cc([N+]([O-])=O)ccc1CCO,O=[N+]([O-])c1ccc(CCO)cc1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1654,c1ccc(O)cc1[N+]([O-])=O,O=[N+]([O-])c1cccc(O)c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1655,Cc1c([N+](=O)[O-])c2c(cccc2)cc1,Cc1ccc2ccccc2c1[N+](=O)[O-],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,C(O)Cc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1CCO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,C1(CCCC(=O)C1)=O,O=C1CCCC(=O)C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,O(c1cc(ccc1O)/C=C/C(=O)CC(/C=C/c1ccc(c(OC)c1)O)=O)C,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1659,CCOC(=O)N,CCOC(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,NC(=O)N,NC(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,C(CN1CCN(c2ccccc2OC)CC1)CNc1cc(n(c(=O)n1C)C)=O,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,c1c(=O)[nH]c([nH]c1)=O,O=c1cc[nH]c(=O)[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,c1c(CC)ccc(c1)Br,CCc1ccc(Br)cc1,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,Cl[Sn](CCCC)(Cl)Cl,CCCC[Sn](Cl)(Cl)Cl,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1665,c12ccc(C(O)=O)cc1ccc(c2)C(=O)O,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,n1c(cc(nc1)Oc1ccccc1/C(=C\OC)C(OC)=O)Oc1ccccc1C#N,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,,
1667,CCCOCC(C)O,CCCOCC(C)O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,CC(OC(c1c(Cl)ccc(-n2c(=O)cc(n(c2=O)C)C(F)(F)F)c1)=O)(C)C(=O)OCC=C,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1669,C(C(CO)CCCC)CCCCC,CCCCCCC(CO)CCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,O=C(c1cc(S(=O)(=O)O)cc(c1)C(=O)O)[O-],O=C([O-])c1cc(C(=O)O)cc(S(=O)(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1671,c12[n+](ccn1nccc2)CC1CS[C@@H]2[C@@H](C(N2C=1C(=O)[O-])=O)NC(=O)/C(=N/OC)c1nc(sn1)N,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,O(C)C(CCO)C,COC(C)CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1673,C1(C(=O)OCOC(C(C)(C)C)=O)N2[C@@H]([C@H](NC(/C(=N/OC)c3nc(sc3)N)=O)C2=O)SCC=1C,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,c1(cccc2c1cccc2)CN(C)Cc1ccc(C(C)(C)C)cc1,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,O(C)c1cc2c(cc1OC)nc(nc2N)N1CCN(CCC1)C(=O)CCC,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0
1676,CC(C(=O)N[C@@H](CS)C(O)=O)(C)S,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
1677,c1(c(cnc(n1)C)CN(/C(C)=C(\SS/C(=C(/C)N(C=O)Cc1cnc(nc1N)C)CCOC(c1ccccc1)=O)CCOC(c1ccccc1)=O)C=O)N,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
1678,[O-]C(CCCc1cccc2c1O[C@H]1C[C@@H](O)[C@@H]([C@@H]21)/C=C/[C@H](C(CC#CC)C)O)=O,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,,0.0
1679,C(CCC)OC(=O)CCCCCCCC(OCCCC)=O,CCCCOC(=O)CCCCCCCC(=O)OCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,C=CCBr,C=CCBr,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,c1c2OC(CC)(Cc2ccc1)C1NCCN=1,CCC1(C2=NCCN2)Cc2ccccc2O1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1682,c1(C)c(cccc1)C(=O)Nc1cc(ccc1)OC(C)C,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
1683,O=C(c1ccc(SC)cc1)c1c([nH]c(=O)[nH]1)C,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,C(\CCN(C)C)=C1\c2ccccc2COc2c1cccc2,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1685,C(CCCCC[n+]1c(cc(c2ccccc12)N)C)CCCC[n+]1c2c(c(N)cc1C)cccc2,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,0.0,
1686,O=C(COc1ccc(cc1)Cl)OCCN(C)C,CN(C)CCOC(=O)COc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,c1([nH]c2ccc(OCCCC(=O)N(C3CCCCC3)C)cc2cc1)=O,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1688,N=C(N)NC(NCCc1ccccc1)=N,N=C(N)NC(=N)NCCc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1689,O=C(OCC=C)CCCCCCCC,C=CCOC(=O)CCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,c1c(cc(OC)c(c1)N)[N+]([O-])=O,COc1cc([N+](=O)[O-])ccc1N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,C=CCSSCCC,C=CCSSCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1692,NC(NCC=C)=S,C=CCNC(N)=S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,c1c([Si](C)(Cl)c2ccccc2)cccc1,C[Si](Cl)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
1694,CC(C(C(C)(CO)C)O)C,CC(C)C(O)C(C)(C)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,C1CC(C=C2[C@H]1[C@@H]1[C@@H](CC2)[C@H]2[C@@]([C@@H](OC(CCc3ccccc3)=O)CC2)(CC1)C)=O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0
1696,C1[C@@H]2[C@@H]3C(=CC(=O)CC3)CC[C@H]2[C@H]2[C@]([C@H](CC2)OC(=O)CCCCCCCCC)(C)C1,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,[C@@H]12CC[C@@H]([C@@]1(C)CC[C@H]1[C@H]2CCC2[C@@H]1CCC(=O)C=2)O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1698,c1(c2c(n(c(C(=O)O)c1)CC)c(CCC)c1c(c(cc(o1)C(O)=O)=O)c2)=O,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,Cl[Nd](Cl)Cl,Cl[Nd](Cl)Cl,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1700,C1C(CCC2OC12)CC[Si](OCC)(OCC)OCC,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,O=C(OCC)c1ccc(N(C)C)cc1,CCOC(=O)c1ccc(N(C)C)cc1,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,C(COC(C(C)C)=O)c1ccccc1,CC(C)C(=O)OCCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,C(C)(OCC=Cc1ccccc1)=O,CC(=O)OCC=Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,n1ccccc1CCO,OCCc1ccccn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1705,c1c(cccc1C)NCC,CCNc1cccc(C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,c1c(Oc2ccccc2)cccc1,c1ccc(Oc2ccccc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,c1cc(ccc1)NC,CNc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,c1cnc(C#N)cc1,N#Cc1ccccn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,C1CC(=NO)CCC1,ON=C1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,c1cc(COC(c2ccccc2C(=O)O)=O)ccc1,O=C(O)c1ccccc1C(=O)OCc1ccccc1,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1711,c1cc(NC(c2c(cc3c(cccc3)c2)O)=O)c(OC)cc1,COc1ccccc1NC(=O)c1cc2ccccc2cc1O,0.0,0.0,1.0,1.0,,0.0,,,0.0,,,
1712,c12ccccc1c(O)c(C(Oc1ccccc1)=O)cc2,O=C(Oc1ccccc1)c1ccc2ccccc2c1O,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0
1713,c1(c(cc(cc1)OC)O)C(=O)c1ccc(OC)cc1O,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
1714,C(CC(C)C)CCCOC(CCCCC(=O)OCCCCCC(C)C)=O,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1715,c1c(Oc2ccc([N+]([O-])=O)cc2)ccc([N+]([O-])=O)c1,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1716,c1c(OC)c(ccc1OC)OC,COc1ccc(OC)c(OC)c1,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
1717,CC1(C(/C=C/C(C)=O)C(C)=CCC1)C,CC(=O)/C=C/C1C(C)=CCCC1(C)C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,c1c2c(ccc1)oc(=O)cc2,O=c1ccc2ccccc2o1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,c1cc(N)c(C)cc1OC,COc1ccc(N)c(C)c1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,[C@H]1(c2cc(c(OC)ccc2-c2c(CC1)cc(OC)c(OC)c2OC)=O)NC,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0.0,,,0.0,0.0,,,,1.0,,1.0,1.0
1721,CC(C)(C)CC(C)CCOC(C)=O,CC(=O)OCCC(C)CC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,[Co+2],[Co+2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1723,O1c2c3[C@@]45[C@@H]1[C@@H](O)C=C[C@H]4[C@H](N(C)CC5)Cc3ccc2OC,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1724,O=C(OCC(O)CO)CCCCCCCCCCC,CCCCCCCCCCCC(=O)OCC(O)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,o1c2cc(ccc2c(c(Cl)c1=O)C)OP(OCC)(=S)OCC,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,C(CCc1nnn[nH]1)COc1c(CCC)c(O)c(cc1)C(=O)C,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1727,C(=S)([S-])N(C)C.C(N(C)C)(=S)[S-].[Cu+2],CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],0.0,,,,,1.0,,,1.0,1.0,,0.0
1728,c1c(c[n+](CCCC)cc1)C,CCCC[n+]1cccc(C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1729,c12C(c3ccccc3C(=O)c1cc(Cl)cc2)=O,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,c1c2c(nc(s2)C)ccc1,Cc1nc2ccccc2s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,c1c2ccccc2c(C#N)c2c1cccc2,N#Cc1c2ccccc2cc2ccccc12,0.0,,,,,,,,0.0,,1.0,1.0
1732,c1(ccccc1)C(c1ccccc1)=CC=O,O=CC=C(c1ccccc1)c1ccccc1,0.0,0.0,,,0.0,0.0,,1.0,0.0,,1.0,
1733,c1ccccc1C(=O)/C=C/c1ccc(cc1)[N+](=O)[O-],O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,0.0,,0.0,,0.0,,0.0,0.0,1.0,,,
1734,c1ccc2c(c1)CC(CC)(C2)c1[nH]cnc1,CCC1(c2cnc[nH]2)Cc2ccccc2C1,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
1735,C[n+]1ccn(CCC)c1,CCCn1cc[n+](C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,C1[C@H](O)C[C@@H]2Oc3c4[C@@]2(C=1)CCN(Cc4ccc3OC)C,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
1737,C(CCC=O)C,CCCCC=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,C(O)(CCCC(=O)O)=O,O=C(O)CCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,c1cc(ccc1CCCC[N+](CC)(CCCCCCC)CC)Cl,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,0.0
